Schübelbach-Buttikon,an,—,39,9,—,—,—
Schübelbach-Buttikon,ab,—,40,10,—,—,—
Reichenburg,an,—,43,13,—,—,—
Reichenburg,ab,—,43,13,—,—,—
Ziegelbrücke,an,—,51,21,41,11,—
D / S 24,an/ab,2035 alt,2035 (HH),2035,2026,2026 (HH),2026 alt
Zug,ab,—,36,6,4,34,—
Baar,an,—,38,8,7,37,—
Baar,ab,—,38,8,7,37,—
Horgen Oberdorf,an,—,46,16,15,45,—
Horgen Oberdorf,ab,—,47,17,15,45,—
Oberrieden Dorf,an,—,49,19,17,47,—
Oberrieden Dorf,ab,—,50,20,17,47,—
Thalwil,an,—,54,24,21,51,—
Thalwil,ab,—,54,24,21,51,—
Rüschlikon,an,—,56,26,23,53,—
Rüschlikon,ab,—,56,26,23,53,—
Kilchberg ZH,an,—,58,28,25,55,—
Kilchberg ZH,ab,—,58,28,25,55,—
Zürich Wollishofen,an,—,1,31,29,59,—
Zürich Wollishofen,ab,—,1,31,29,59,—
Zürich Enge,an,—,4,34,32,2,—
Zürich Enge,ab,—,4,34,33,3,—
Zürich Wiedikon,an,—,5,35,34,4,—
Zürich Wiedikon,ab,—,5,35,34,4,—
Zürich HB,an,—,—,—,39,9,—
Zürich HB,ab,—,—,—,44,14,—
Zürich HB (31-34),an,—,10,40,—,—,—
Zürich HB (31-34),ab,—,12,42,—,—,—
Zürich Wipkingen,an,—,—,—,47,17,—
Zürich Wipkingen,ab,—,—,—,47,17,—
Zürich Oerlikon,an,—,17,47,51,21,—
Zürich Oerlikon,ab,—,18,48,52,22,—
Zürich Flughafen,an,—,—,—,56,26,—
Zürich Flughafen,ab,—,—,—,57,27,—
Bassersdorf,an,—,—,—,1,31,—
Bassersdorf,ab,—,—,—,1,31,—
Wallisellen,an,—,21,51,—,—,—
Wallisellen,ab,—,22,52,—,—,—
Dietlikon,an,—,24,54,—,—,—
Dietlikon,ab,—,24,54,—,—,—
Effretikon,an,—,30,0,6,36,—
Effretikon,ab,—,31,1,8,38,—
Kemptthal,an,—,—,—,11,41,—
Kemptthal,ab,—,—,—,11,41,—
Winterthur,an,—,38,8,16,46,—
Winterthur,ab,—,40,10,19,48,—
Andelfingen,an,—,—,—,30,—,—
Andelfingen,ab,—,—,—,30,—,—
Neuhausen,an,—,—,—,42,—,—
Neuhausen,ab,—,—,—,42,—,—
Schaffhausen,an,—,—,—,46,—,—
Schaffhausen,ab,—,—,—,48,—,—
Herblingen,an,—,—,—,52,—,—
Herblingen,ab,—,—,—,52,—,—
Thayngen,an,—,—,—,56,—,—
Oberwinterthur,an,—,45,15,—,52,—
Oberwinterthur,ab,—,45,15,—,52,—
Wiesendangen,an,—,47,17,—,54,—
Wiesendangen,ab,—,47,17,—,54,—
Rickenbach-Attikon,an,—,49,19,—,56,—
Rickenbach-Attikon,ab,—,49,19,—,56,—
Islikon,an,—,53,23,—,0,—
Islikon,ab,—,53,23,—,0,—
Frauenfeld,an,—,57,27,—,4,—
Frauenfeld,ab,—,—,—,—,4,—
Felben-Wellhausen,an,—,—,—,—,7,—
Felben-Wellhausen,ab,—,—,—,—,7,—
Hüttlingen-Mettendorf,an,—,—,—,—,10,—
Hüttlingen-Mettendorf,ab,—,—,—,—,10,—
Müllheim-Wigoltingen,an,—,—,—,—,14,—
Müllheim-Wigoltingen,ab,—,—,—,—,14,—
Märstetten,an,—,—,—,—,17,—
Märstetten,ab,—,—,—,—,17,—
Weinfelden,an,—,—,—,—,22,—
Weinfelden,ab,—,—,—,—,39,—
Märstetten,an,—,—,—,—,42,—
Märstetten,ab,—,—,—,—,42,—
Müllheim-Wigoltingen,an,—,—,—,—,45,—
Müllheim-Wigoltingen,ab,—,—,—,—,45,—
Hüttlingen-Mettendorf,an,—,—,—,—,49,—
Hüttlingen-Mettendorf,ab,—,—,—,—,49,—
Felben-Wellhausen,an,—,—,—,—,51,—
Felben-Wellhausen,ab,—,—,—,—,51,—
Frauenfeld,an,—,—,—,—,55,—
Frauenfeld,ab,—,2,32,—,56,—
Islikon,an,—,5,35,—,59,—
Islikon,ab,—,5,35,—,59,—
Rickenbach-Attikon,an,—,9,39,—,3,—
Rickenbach-Attikon,ab,—,9,39,—,3,—
Wiesendangen,an,—,11,41,—,5,—
Wiesendangen,ab,—,11,41,—,5,—
Oberwinterthur,an,—,13,43,—,8,—
Oberwinterthur,ab,—,13,43,—,8,—
Thayngen,ab,—,—,—,2,—,—
Herblingen,an,—,—,—,6,—,—
Herblingen,ab,—,—,—,6,—,—
Schaffhausen,an,—,—,—,11,—,—
Schaffhausen,ab,—,—,—,15,—,—
Neuhausen,an,—,—,—,18,—,—
Neuhausen,ab,—,—,—,18,—,—
Andelfingen,an,—,—,—,30,—,—
Andelfingen,ab,—,—,—,30,—,—
Winterthur,an,—,19,49,42,13,—
Winterthur,ab,—,22,52,45,15,—
Kemptthal,an,—,—,—,49,19,—
Kemptthal,ab,—,—,—,49,19,—
Effretikon,an,—,29,59,53,23,—
Effretikon,ab,—,31,1,53,23,—
Dietlikon,an,—,35,5,—,—,—
Dietlikon,ab,—,35,5,—,—,—
Wallisellen,an,—,38,8,—,—,—
Wallisellen,ab,—,39,9,—,—,—
Bassersdorf,an,—,—,—,57,27,—
Bassersdorf,ab,—,—,—,57,27,—
Zürich Flughafen,an,—,—,—,2,32,—
Zürich Flughafen,ab,—,—,—,4,34,—
Zürich Oerlikon,an,—,42,12,8,38,—
Zürich Oerlikon,ab,—,43,13,9,39,—
Zürich Wipkingen,an,—,—,—,11,41,—
Zürich Wipkingen,ab,—,—,—,11,41,—
Zürich HB,an,—,—,—,16,46,—
Zürich HB,ab,—,—,—,21,51,—
Zürich HB (31-34),an,—,48,18,—,—,—
Zürich HB (31-34),ab,—,50,20,—,—,—
Zürich Wiedikon,an,—,53,23,24,54,—
Zürich Wiedikon,ab,—,53,23,24,54,—
Zürich Enge,an,—,55,25,27,57,—
Zürich Enge,ab,—,55,25,27,57,—
Zürich Wollishofen,an,—,57,27,29,59,—
Zürich Wollishofen,ab,—,57,27,29,59,—
Kilchberg ZH,an,—,0,30,33,3,—
Kilchberg ZH,ab,—,0,30,33,3,—
Rüschlikon,an,—,2,32,35,5,—
Rüschlikon,ab,—,2,32,35,5,—
Thalwil,an,—,5,35,38,8,—
Thalwil,ab,—,6,36,38,8,—
Oberrieden Dorf,an,—,9,39,41,11,—
Oberrieden Dorf,ab,—,9,39,41,11,—
Horgen Oberdorf,an,—,12,42,44,14,—
Horgen Oberdorf,ab,—,12,42,44,14,—
Baar,an,—,20,50,52,22,—
Baar,ab,—,20,50,52,22,—
Zug,an,—,24,54,56,26,—
S 30,an/ab,2035 alt,2035 (HH),2035,2026,2026 (HH),2026 alt
Winterthur,ab,—,—,—,—,16,—
Oberwinterthur,an,—,—,—,—,20,—
Oberwinterthur,ab,—,—,—,—,20,—
Wiesendangen,an,—,—,—,—,22,—
Wiesendangen,ab,—,—,—,—,22,—
Rickenbach-Attikon,an,—,—,—,—,24,—
Rickenbach-Attikon,ab,—,—,—,—,24,—
Islikon,an,—,—,—,—,28,—
Islikon,ab,—,—,—,—,28,—
Frauenfeld,an,—,—,—,—,32,—
Frauenfeld,ab,—,—,—,—,33,—
Felben-Wellhausen,an,—,—,—,—,36,—
Felben-Wellhausen,ab,—,—,—,—,36,—
Hüttlingen-Mettendorf,an,—,—,—,—,39,—
Hüttlingen-Mettendorf,ab,—,—,—,—,39,—
Müllheim-Wigoltingen,an,—,—,—,—,42,—
Müllheim-Wigoltingen,ab,—,—,—,—,42,—
Märstetten,an,—,—,—,—,45,—
Märstetten,ab,—,—,—,—,45,—
Weinfelden,an,—,—,—,—,50,—
Weinfelden,ab,—,—,—,—,12,—
Märstetten,an,—,—,—,—,15,—
Märstetten,ab,—,—,—,—,15,—
Müllheim-Wigoltingen,an,—,—,—,—,18,—
Müllheim-Wigoltingen,ab,—,—,—,—,18,—
Hüttlingen-Mettendorf,an,—,—,—,—,22,—
Hüttlingen-Mettendorf,ab,—,—,—,—,22,—
Felben-Wellhausen,an,—,—,—,—,24,—
Felben-Wellhausen,ab,—,—,—,—,24,—
Frauenfeld,an,—,—,—,—,28,—
Frauenfeld,ab,—,—,—,—,29,—
Islikon,an,—,—,—,—,32,—
Islikon,ab,—,—,—,—,32,—
Rickenbach-Attikon,an,—,—,—,—,36,—
Rickenbach-Attikon,ab,—,—,—,—,36,—
Wiesendangen,an,—,—,—,—,38,—
Wiesendangen,ab,—,—,—,—,38,—
Oberwinterthur,an,—,—,—,—,41,—
Oberwinterthur,ab,—,—,—,—,41,—
Winterthur,an,—,—,—,—,46,—
M,an/ab,2035 alt,2035 (HH),2035,2026,2026 (HH),2026 alt
Niederweningen,ab,—,19,49,—,—,—
Niederweningen Dorf,an,—,20,50,—,—,—
Niederweningen Dorf,ab,—,20,50,—,—,—
Schöfflisdorf-Oberweningen,an,—,23,53,—,—,—
Schöfflisdorf-Oberweningen,ab,—,23,53,—,—,—
Steinmaur,an,—,26,56,—,—,—
Steinmaur,ab,—,26,56,—,—,—
Dielsdorf,an,—,29,59,—,—,—
Dielsdorf,ab,—,29,59,—,—,—
Niederhasli,an,—,31,1,—,—,—
Niederhasli,ab,—,31,1,—,—,—
Oberglatt ZH,an,—,35,5,—,—,—
Oberglatt ZH,ab,—,36,6,—,—,—
Rümlang,an,—,39,9,—,—,—
Rümlang,ab,—,39,9,—,—,—
Glattbrugg,an,—,42,12,—,—,—
Glattbrugg,ab,—,42,12,—,—,—
Zürich Oerlikon,an,—,45,15,—,—,—
Zürich Oerlikon,ab,—,47,17,—,—,—
Zürich Hardbrücke,an,—,51,21,—,—,—
Zürich Hardbrücke,ab,—,51,21,—,—,—
Zürich HB (41-44),an,—,54,24,—,—,—
Zürich HB (41-44),ab,—,57,27,—,—,—
Zürich Stadelhofen,an,—,59,29,—,—,—
Zürich Stadelhofen,ab,—,0,30,—,—,—
Meilen,an,—,12,42,—,—,—
Meilen,ab,—,13,43,—,—,—
Uetikon,an,—,16,46,—,—,—
Uetikon,ab,—,16,46,—,—,—
Männedorf,an,—,18,48,—,—,—
Männedorf,ab,—,18,48,—,—,—
Stäfa,an,—,22,52,—,—,—
Stäfa,ab,—,38,8,—,—,—
Männedorf,an,—,41,11,—,—,—
Männedorf,ab,—,41,11,—,—,—
Uetikon,an,—,43,13,—,—,—
Uetikon,ab,—,44,14,—,—,—
Meilen,an,—,47,17,—,—,—
Meilen,ab,—,48,18,—,—,—
Zürich Stadelhofen,an,—,59,29,—,—,—
Zürich Stadelhofen,ab,—,0,30,—,—,—
Zürich HB (41-44),an,—,3,33,—,—,—
Zürich HB (41-44),ab,—,6,36,—,—,—
Zürich Hardbrücke,an,—,8,38,—,—,—
Zürich Hardbrücke,ab,—,8,38,—,—,—
Zürich Oerlikon,an,—,13,43,—,—,—
Zürich Oerlikon,ab,—,14,44,—,—,—
Glattbrugg,an,—,16,46,—,—,—
Glattbrugg,ab,—,17,47,—,—,—
Rümlang,an,—,20,50,—,—,—
Rümlang,ab,—,20,50,—,—,—
Oberglatt ZH,an,—,23,53,—,—,—
Oberglatt ZH,ab,—,24,54,—,—,—
Niederhasli,an,—,26,56,—,—,—
Niederhasli,ab,—,26,56,—,—,—
Dielsdorf,an,—,30,0,—,—,—
Dielsdorf,ab,—,30,0,—,—,—
Steinmaur,an,—,32,2,—,—,—
Steinmaur,ab,—,32,2,—,—,—
Schöfflisdorf-Oberweningen,an,—,35,5,—,—,—
Schöfflisdorf-Oberweningen,ab,—,35,5,—,—,—
Niederweningen Dorf,an,—,38,8,—,—,—
Niederweningen Dorf,ab,—,38,8,—,—,—
Niederweningen,an,—,41,11,—,—,—
H / S 7,an/ab,2035 alt,2035 (HH),2035,2026,2026 (HH),2026 alt
Rapperswil SG,ab,—,38,8,9,39,—
Kempraten,an,—,41,11,12,42,—
Kempraten,ab,—,42,12,12,42,—
Feldbach,an,—,45,15,15,45,—
Feldbach,ab,—,46,16,16,46,—
Uerikon,an,—,49,19,19,49,—
Uerikon,ab,—,49,19,19,49,—
Stäfa,an,—,52,22,22,52,—
Stäfa,ab,—,53,23,23,53,—
Männedorf,an,—,56,26,26,56,—
Männedorf,ab,—,56,26,26,56,—
Uetikon,an,—,58,28,28,58,—
Uetikon,ab,—,59,29,29,59,—
Meilen,an,—,2,32,32,2,—
Meilen,ab,—,3,33,33,3,—
Zürich Stadelhofen,an,—,14,44,44,14,—
Zürich Stadelhofen,ab,—,15,45,45,15,—
Zürich HB (41-44),an,—,18,48,47,17,—
Zürich HB (41-44),ab,—,20,50,49,19,—
Zürich Hardbrücke,an,—,22,52,51,21,—
Zürich Hardbrücke,ab,—,22,52,51,21,—
Zürich Oerlikon,an,—,—,—,56,26,—
Zürich Oerlikon,ab,—,—,—,57,27,—
Opfikon,an,—,—,—,0,30,—
Opfikon,ab,—,—,—,0,30,—
Kloten Balsberg,an,—,—,—,2,32,—
Kloten Balsberg,ab,—,—,—,2,32,—
Kloten,an,—,—,—,5,35,—
Kloten,ab,—,—,—,5,35,—
Bassersdorf,an,—,—,—,8,38,—
Bassersdorf,ab,—,—,—,8,38,—
Effretikon,an,—,—,—,14,44,—
Effretikon,ab,—,—,—,17,47,—
Winterthur,an,—,—,—,25,55,—
Zürich Altstetten,an,—,25,55,—,—,—
Zürich Altstetten,ab,—,26,56,—,—,—
Schlieren,an,—,29,59,—,—,—
Schlieren,ab,—,29,59,—,—,—
Glanzenberg,an,—,32,2,—,—,—
Glanzenberg,ab,—,32,2,—,—,—
Dietikon,an,—,35,5,—,—,—
Dietikon,ab,—,25,55,—,—,—
Glanzenberg,an,—,27,57,—,—,—
Glanzenberg,ab,—,27,57,—,—,—
Schlieren,an,—,29,59,—,—,—
Schlieren,ab,—,29,59,—,—,—
Zürich Altstetten,an,—,33,3,—,—,—
Zürich Altstetten,ab,—,34,4,—,—,—
Winterthur,ab,—,—,—,35,5,—
Effretikon,an,—,—,—,42,12,—
Effretikon,ab,—,—,—,44,14,—
Bassersdorf,an,—,—,—,49,19,—
Bassersdorf,ab,—,—,—,50,20,—
Kloten,an,—,—,—,54,24,—
Kloten,ab,—,—,—,55,25,—
Kloten Balsberg,an,—,—,—,56,26,—
Kloten Balsberg,ab,—,—,—,57,27,—
Opfikon,an,—,—,—,59,29,—
Opfikon,ab,—,—,—,59,29,—
Zürich Oerlikon,an,—,—,—,2,32,—
Zürich Oerlikon,ab,—,—,—,3,33,—
Zürich Hardbrücke,an,—,36,6,7,37,—
Zürich Hardbrücke,ab,—,36,6,7,37,—
Zürich HB (41-44),an,—,40,10,10,40,—
Zürich HB (41-44),ab,—,42,12,11,41,—
Zürich Stadelhofen,an,—,44,14,14,44,—
Zürich Stadelhofen,ab,—,45,15,14,44,—
Meilen,an,—,57,27,27,57,—
Meilen,ab,—,58,28,28,58,—
Uetikon,an,—,1,31,31,1,—
Uetikon,ab,—,1,31,31,1,—
Männedorf,an,—,3,33,33,3,—
Männedorf,ab,—,3,33,33,3,—
Stäfa,an,—,6,36,37,7,—
Stäfa,ab,—,7,37,38,8,—
Uerikon,an,—,9,39,40,10,—
Uerikon,ab,—,10,40,41,11,—
Feldbach,an,—,13,43,44,14,—
Feldbach,ab,—,15,45,46,16,—
Kempraten,an,—,17,47,48,18,—
Kempraten,ab,—,18,48,48,18,—
Rapperswil SG,an,—,22,52,52,22,—
J / S 12,an/ab,2035 alt,2035 (HH),2035,2026,2026 (HH),2026 alt
Brugg AG,ab,—,6,36,36,6,—
Turgi,an,—,10,40,40,10,—
Turgi,ab,—,10,40,41,11,—
Baden,an,—,15,45,46,16,—
Baden,ab,—,16,46,47,17,—
Wettingen,an,—,18,48,49,19,—
Wettingen,ab,—,18,48,50,20,—
Neuenhof,an,—,20,50,52,22,—
Neuenhof,ab,—,21,51,52,22,—
Killwangen-Spreitenbach,an,—,23,53,54,24,—
Killwangen-Spreitenbach,ab,—,23,53,54,24,—
Dietikon,an,—,28,58,59,29,—
Dietikon,ab,—,31,1,0,30,—
Glanzenberg,an,—,—,—,2,32,—
Glanzenberg,ab,—,—,—,2,32,—
Schlieren,an,—,—,—,4,34,—
Schlieren,ab,—,—,—,4,34,—
Zürich Altstetten,an,—,37,7,8,38,—
Zürich Altstetten,ab,—,38,8,9,39,—
Zürich Hardbrücke,an,—,40,10,11,41,—
Zürich Hardbrücke,ab,—,40,10,11,41,—
Zürich HB (41-44),an,—,44,14,15,45,—
Zürich HB (41-44),ab,—,46,16,16,46,—
Zürich Stadelhofen,an,—,48,18,19,49,—
Zürich Stadelhofen,ab,—,49,19,20,50,—
Stettbach,an,—,—,—,25,55,—
Stettbach,ab,—,—,—,26,56,—
Winterthur,an,—,—,—,38,8,—
Winterthur,ab,—,—,—,42,11,—
Hettlingen,an,—,—,—,48,—,—
Hettlingen,ab,—,—,—,48,—,—
Henggart,an,—,—,—,50,—,—
Henggart,ab,—,—,—,50,—,—
Andelfingen,an,—,—,—,54,—,—
Andelfingen,ab,—,—,—,54,—,—
Marthalen,an,—,—,—,0,—,—
Marthalen,ab,—,—,—,0,—,—
Dachsen,an,—,—,—,5,—,—
Dachsen,ab,—,—,—,5,—,—
Schloss Laufen am Rheinfall,an,—,—,—,6,—,—
Schloss Laufen am Rheinfall,ab,—,—,—,6,—,—
Neuhausen,an,—,—,—,9,—,—
Neuhausen,ab,—,—,—,9,—,—
Schaffhausen,an,—,—,—,13,—,—
Winterthur Grüze,an,—,—,—,—,14,—
Winterthur Grüze,ab,—,—,—,—,14,—
Winterthur Hegi,an,—,—,—,—,16,—
Winterthur Hegi,ab,—,—,—,—,16,—
Räterschen,an,—,—,—,—,19,—
Räterschen,ab,—,—,—,—,19,—
Schottikon,an,—,—,—,—,21,—
Schottikon,ab,—,—,—,—,21,—
Elgg,an,—,—,—,—,25,—
Elgg,ab,—,—,—,—,25,—
Aadorf,an,—,—,—,—,28,—
Aadorf,ab,—,—,—,—,28,—
Guntershausen,an,—,—,—,—,31,—
Guntershausen,ab,—,—,—,—,31,—
Eschlikon TG,an,—,—,—,—,34,—
Eschlikon TG,ab,—,—,—,—,34,—
Sirnach,an,—,—,—,—,37,—
Sirnach,ab,—,—,—,—,37,—
Wil SG,an,—,—,—,—,42,—
Zürich Tiefenbrunnen,an,—,51,21,—,—,—
Zürich Tiefenbrunnen,ab,—,52,22,—,—,—
Zollikon,an,—,54,24,—,—,—
Zollikon,ab,—,54,24,—,—,—
Küsnacht Goldbach,an,—,56,26,—,—,—
Küsnacht Goldbach,ab,—,56,26,—,—,—
Küsnacht ZH,an,—,58,28,—,—,—
Küsnacht ZH,ab,—,59,29,—,—,—
Erlenbach ZH,an,—,1,31,—,—,—
Erlenbach ZH,ab,—,1,31,—,—,—
Winkel am Zürichsee,an,—,3,33,—,—,—
Winkel am Zürichsee,ab,—,3,33,—,—,—
Herrliberg-Feldmeilen,an,—,6,36,—,—,—
Herrliberg-Feldmeilen,ab,—,7,37,—,—,—
Meilen,an,—,10,40,—,—,—
